States,Account_Length,Area-Code,Phone,International Plan,Vmail Plan,Vmail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge ,International Mins,International Calls,International Charge,Cutserv Calls,Churn_Flag
MT,85.00,408.00, 372-4868,0.00,1.00,17.00,90.00,88.00,15.00,233.00,75.00,20.00,166.00,116.00,7.00,9.00,7.00,3.00,4.00,1.00
ME,97.00,510.00, 346-7656,0.00,0.00,0.00,121.00,96.00,21.00,170.00,101.00,14.00,194.00,63.00,9.00,12.00,3.00,3.00,4.00,1.00
NY,123.00,415.00, 329-6731,0.00,0.00,0.00,123.00,104.00,21.00,190.00,117.00,16.00,170.00,95.00,8.00,13.00,5.00,3.00,4.00,1.00
GA,93.00,408.00, 413-5190,0.00,1.00,21.00,134.00,105.00,23.00,163.00,128.00,14.00,187.00,90.00,8.00,12.00,2.00,3.00,4.00,1.00
NM,111.00,415.00, 348-6720,0.00,0.00,0.00,133.00,125.00,23.00,221.00,67.00,19.00,128.00,101.00,6.00,13.00,2.00,3.00,4.00,1.00
FL,55.00,510.00, 364-7644,0.00,1.00,45.00,131.00,114.00,22.00,208.00,94.00,18.00,142.00,114.00,6.00,11.00,5.00,3.00,4.00,1.00
NJ,91.00,415.00, 365-3009,0.00,0.00,0.00,94.00,110.00,16.00,213.00,79.00,18.00,172.00,83.00,8.00,9.00,4.00,2.00,4.00,1.00
SC,88.00,510.00, 394-8402,0.00,0.00,0.00,73.00,86.00,12.00,161.00,82.00,14.00,240.00,76.00,11.00,8.00,3.00,2.00,4.00,1.00
KY,59.00,510.00, 413-2034,0.00,0.00,0.00,156.00,92.00,26.00,192.00,104.00,16.00,123.00,106.00,6.00,11.00,3.00,3.00,4.00,1.00
WV,161.00,415.00, 418-9036,0.00,0.00,0.00,192.00,113.00,33.00,71.00,87.00,6.00,205.00,107.00,9.00,13.00,4.00,4.00,4.00,1.00
MT,125.00,510.00, 366-5829,0.00,0.00,0.00,143.00,80.00,24.00,88.00,94.00,7.00,233.00,135.00,10.00,9.00,7.00,2.00,4.00,1.00
TX,52.00,415.00, 364-9904,0.00,0.00,0.00,155.00,110.00,26.00,133.00,104.00,11.00,176.00,84.00,8.00,7.00,4.00,2.00,4.00,1.00
MT,126.00,415.00, 344-3466,0.00,1.00,30.00,153.00,90.00,26.00,151.00,97.00,13.00,154.00,97.00,7.00,13.00,4.00,3.00,4.00,1.00
FL,100.00,510.00, 420-7823,0.00,0.00,0.00,107.00,63.00,18.00,106.00,67.00,9.00,243.00,74.00,11.00,13.00,3.00,3.00,4.00,1.00
GA,122.00,510.00, 411-5677,1.00,0.00,0.00,140.00,101.00,24.00,196.00,77.00,17.00,120.00,133.00,5.00,10.00,4.00,3.00,4.00,1.00
TX,109.00,510.00, 412-8992,1.00,0.00,0.00,160.00,136.00,27.00,151.00,126.00,13.00,142.00,53.00,6.00,7.00,4.00,2.00,4.00,1.00
NE,23.00,415.00, 391-5977,0.00,0.00,0.00,156.00,122.00,26.00,224.00,82.00,19.00,51.00,130.00,2.00,11.00,3.00,3.00,4.00,1.00
ID,78.00,415.00, 332-2650,0.00,0.00,0.00,104.00,115.00,18.00,118.00,102.00,10.00,201.00,94.00,9.00,12.00,3.00,3.00,4.00,1.00
MT,103.00,510.00, 342-1004,0.00,1.00,35.00,111.00,101.00,19.00,208.00,81.00,18.00,87.00,77.00,4.00,14.00,2.00,4.00,4.00,1.00
DE,138.00,510.00, 380-7816,1.00,0.00,0.00,47.00,104.00,8.00,186.00,114.00,16.00,168.00,95.00,8.00,10.00,4.00,3.00,4.00,1.00
DE,140.00,415.00, 333-5541,0.00,0.00,0.00,143.00,100.00,24.00,193.00,89.00,16.00,60.00,81.00,3.00,12.00,8.00,3.00,4.00,1.00
CT,60.00,415.00, 404-3055,1.00,1.00,45.00,136.00,101.00,23.00,95.00,73.00,8.00,154.00,118.00,7.00,10.00,3.00,3.00,4.00,1.00
MS,162.00,415.00, 335-4858,0.00,0.00,0.00,71.00,108.00,12.00,158.00,87.00,13.00,155.00,82.00,7.00,9.00,3.00,2.00,4.00,1.00
OK,146.00,510.00, 377-4975,0.00,0.00,0.00,138.00,104.00,24.00,159.00,122.00,14.00,47.00,73.00,2.00,4.00,9.00,1.00,4.00,1.00
SD,98.00,415.00, 392-2555,0.00,0.00,0.00,0.00,0.00,0.00,160.00,130.00,14.00,167.00,88.00,8.00,7.00,1.00,2.00,4.00,1.00
NY,144.00,408.00, 360-1171,0.00,0.00,0.00,62.00,117.00,10.00,77.00,85.00,7.00,173.00,99.00,8.00,8.00,7.00,2.00,4.00,1.00
UT,133.00,510.00, 384-7176,0.00,0.00,0.00,338.00,86.00,58.00,235.00,97.00,20.00,265.00,139.00,12.00,15.00,4.00,4.00,3.00,1.00
MA,71.00,510.00, 419-5171,0.00,0.00,0.00,290.00,108.00,49.00,254.00,92.00,22.00,263.00,126.00,12.00,10.00,5.00,3.00,3.00,1.00
MI,74.00,415.00, 359-6232,0.00,0.00,0.00,314.00,86.00,53.00,222.00,99.00,19.00,259.00,121.00,12.00,12.00,5.00,3.00,3.00,1.00
NV,104.00,415.00, 407-5234,0.00,0.00,0.00,211.00,90.00,36.00,272.00,101.00,23.00,304.00,86.00,14.00,11.00,5.00,3.00,3.00,1.00
NM,41.00,415.00, 327-8495,0.00,0.00,0.00,232.00,74.00,39.00,327.00,88.00,28.00,227.00,119.00,10.00,11.00,2.00,3.00,3.00,1.00
WA,124.00,408.00, 383-2254,0.00,0.00,0.00,283.00,108.00,48.00,246.00,89.00,21.00,256.00,96.00,12.00,10.00,1.00,3.00,3.00,1.00
SC,40.00,415.00, 359-5574,0.00,0.00,0.00,309.00,86.00,53.00,271.00,98.00,23.00,197.00,116.00,9.00,11.00,5.00,3.00,3.00,1.00
MO,92.00,415.00, 405-3916,0.00,0.00,0.00,154.00,122.00,26.00,330.00,88.00,28.00,288.00,117.00,13.00,6.00,2.00,2.00,3.00,1.00
MO,86.00,510.00, 342-4634,0.00,0.00,0.00,223.00,109.00,38.00,286.00,76.00,24.00,258.00,132.00,12.00,8.00,7.00,2.00,3.00,1.00
AL,93.00,408.00, 374-9203,0.00,0.00,0.00,268.00,114.00,46.00,223.00,74.00,19.00,263.00,90.00,12.00,11.00,3.00,3.00,3.00,1.00
ID,82.00,415.00, 408-1913,0.00,0.00,0.00,267.00,83.00,45.00,230.00,74.00,20.00,252.00,99.00,11.00,11.00,6.00,3.00,3.00,1.00
VA,92.00,510.00, 411-2958,1.00,0.00,0.00,252.00,120.00,43.00,207.00,112.00,18.00,285.00,95.00,13.00,12.00,5.00,3.00,3.00,1.00
GA,44.00,510.00, 419-8987,0.00,0.00,0.00,288.00,112.00,49.00,258.00,92.00,22.00,192.00,90.00,9.00,10.00,4.00,3.00,3.00,1.00
SC,105.00,408.00, 336-4889,1.00,0.00,0.00,274.00,156.00,47.00,263.00,69.00,22.00,196.00,93.00,9.00,11.00,3.00,3.00,3.00,1.00
MO,79.00,408.00, 411-5958,0.00,0.00,0.00,262.00,97.00,44.00,211.00,48.00,18.00,257.00,83.00,12.00,6.00,3.00,2.00,3.00,1.00
AR,90.00,408.00, 338-7576,0.00,0.00,0.00,235.00,77.00,40.00,267.00,94.00,23.00,222.00,119.00,10.00,5.00,4.00,1.00,3.00,1.00
KS,94.00,408.00, 379-7215,0.00,0.00,0.00,269.00,104.00,46.00,194.00,144.00,16.00,258.00,61.00,12.00,9.00,2.00,2.00,3.00,1.00
IN,115.00,415.00, 370-9622,0.00,0.00,0.00,226.00,101.00,38.00,277.00,60.00,24.00,213.00,82.00,10.00,12.00,4.00,3.00,3.00,1.00
WA,121.00,510.00, 378-1884,0.00,0.00,0.00,255.00,93.00,43.00,267.00,97.00,23.00,198.00,118.00,9.00,9.00,3.00,2.00,3.00,1.00
TX,169.00,408.00, 379-5885,0.00,0.00,0.00,267.00,105.00,45.00,158.00,88.00,13.00,288.00,111.00,13.00,14.00,3.00,4.00,3.00,1.00
TX,112.00,510.00, 400-4883,0.00,0.00,0.00,242.00,69.00,41.00,235.00,150.00,20.00,238.00,106.00,11.00,10.00,5.00,3.00,3.00,1.00
WA,177.00,415.00, 345-3947,0.00,0.00,0.00,266.00,91.00,45.00,225.00,79.00,19.00,225.00,58.00,10.00,9.00,8.00,2.00,3.00,1.00
MD,119.00,408.00, 401-9665,0.00,0.00,0.00,239.00,88.00,41.00,244.00,79.00,21.00,231.00,92.00,10.00,11.00,3.00,3.00,3.00,1.00
NV,113.00,510.00, 342-8167,0.00,0.00,0.00,245.00,108.00,42.00,260.00,140.00,22.00,204.00,115.00,9.00,11.00,2.00,3.00,3.00,1.00
OR,149.00,415.00, 331-1391,0.00,0.00,0.00,243.00,83.00,41.00,245.00,97.00,21.00,220.00,80.00,10.00,10.00,3.00,3.00,3.00,1.00
KS,84.00,415.00, 335-7144,0.00,0.00,0.00,226.00,86.00,38.00,276.00,105.00,23.00,201.00,108.00,9.00,14.00,3.00,4.00,3.00,1.00
OR,99.00,408.00, 353-3372,0.00,0.00,0.00,256.00,44.00,44.00,215.00,105.00,18.00,234.00,75.00,11.00,8.00,1.00,2.00,3.00,1.00
OR,138.00,415.00, 384-7236,1.00,1.00,28.00,211.00,117.00,36.00,313.00,98.00,27.00,178.00,118.00,8.00,11.00,2.00,3.00,3.00,1.00
SC,209.00,510.00, 388-7540,0.00,0.00,0.00,255.00,124.00,43.00,231.00,110.00,20.00,218.00,69.00,10.00,9.00,5.00,2.00,3.00,1.00
DE,102.00,408.00, 344-9129,0.00,0.00,0.00,245.00,82.00,42.00,260.00,124.00,22.00,195.00,82.00,9.00,11.00,3.00,3.00,3.00,1.00
WY,94.00,510.00, 353-8363,0.00,0.00,0.00,271.00,105.00,46.00,203.00,105.00,17.00,222.00,51.00,10.00,12.00,3.00,3.00,3.00,1.00
NY,68.00,415.00, 336-8855,0.00,0.00,0.00,268.00,80.00,46.00,145.00,143.00,12.00,273.00,119.00,12.00,15.00,1.00,4.00,3.00,1.00
ND,180.00,415.00, 369-1929,0.00,0.00,0.00,225.00,105.00,38.00,250.00,101.00,21.00,216.00,73.00,10.00,7.00,5.00,2.00,3.00,1.00
OK,101.00,415.00, 413-4040,0.00,0.00,0.00,270.00,85.00,46.00,208.00,86.00,18.00,214.00,107.00,10.00,5.00,15.00,1.00,3.00,1.00
NE,126.00,415.00, 387-1535,0.00,0.00,0.00,250.00,96.00,42.00,262.00,92.00,22.00,167.00,108.00,8.00,13.00,4.00,3.00,3.00,1.00
TN,127.00,415.00, 357-2431,1.00,0.00,0.00,221.00,100.00,38.00,170.00,89.00,14.00,278.00,73.00,13.00,15.00,4.00,4.00,3.00,1.00
FL,132.00,510.00, 334-9505,0.00,1.00,36.00,226.00,103.00,38.00,182.00,125.00,15.00,259.00,102.00,12.00,11.00,5.00,3.00,3.00,1.00
TN,112.00,415.00, 339-6477,0.00,0.00,0.00,273.00,119.00,46.00,226.00,94.00,19.00,159.00,94.00,7.00,16.00,5.00,4.00,3.00,1.00
OR,3.00,510.00, 389-7482,0.00,0.00,0.00,126.00,100.00,21.00,266.00,78.00,23.00,270.00,119.00,12.00,6.00,6.00,2.00,3.00,1.00
ND,117.00,415.00, 390-2562,1.00,0.00,0.00,158.00,101.00,27.00,315.00,96.00,27.00,176.00,108.00,8.00,14.00,2.00,4.00,3.00,1.00
CT,68.00,510.00, 373-8655,1.00,0.00,0.00,198.00,99.00,34.00,189.00,106.00,16.00,255.00,80.00,11.00,19.00,4.00,5.00,3.00,1.00
AL,76.00,415.00, 339-4924,0.00,0.00,0.00,222.00,99.00,38.00,216.00,122.00,18.00,204.00,131.00,9.00,8.00,5.00,2.00,3.00,1.00
ID,116.00,510.00, 414-7090,1.00,1.00,29.00,162.00,91.00,28.00,279.00,79.00,24.00,193.00,131.00,9.00,12.00,2.00,3.00,3.00,1.00
TX,82.00,415.00, 395-9215,0.00,0.00,0.00,189.00,81.00,32.00,184.00,117.00,16.00,256.00,83.00,12.00,11.00,5.00,3.00,3.00,1.00
MD,172.00,408.00, 346-5068,0.00,0.00,0.00,287.00,108.00,49.00,178.00,125.00,15.00,153.00,98.00,7.00,14.00,2.00,4.00,3.00,1.00
NC,115.00,510.00, 329-9667,1.00,0.00,0.00,251.00,69.00,43.00,253.00,96.00,21.00,118.00,112.00,5.00,10.00,1.00,3.00,3.00,1.00
OH,68.00,415.00, 369-8574,1.00,1.00,24.00,126.00,92.00,21.00,276.00,98.00,23.00,215.00,108.00,10.00,14.00,6.00,4.00,3.00,1.00
AR,49.00,408.00, 377-6134,1.00,1.00,32.00,177.00,118.00,30.00,227.00,121.00,19.00,204.00,115.00,9.00,15.00,3.00,4.00,3.00,1.00
SC,64.00,510.00, 333-8822,0.00,1.00,40.00,210.00,116.00,36.00,233.00,89.00,20.00,169.00,94.00,8.00,6.00,4.00,2.00,8.00,0.00
OH,49.00,408.00, 340-9208,0.00,0.00,0.00,202.00,105.00,34.00,195.00,131.00,17.00,190.00,88.00,9.00,9.00,2.00,2.00,3.00,1.00
ND,147.00,408.00, 409-4671,1.00,1.00,35.00,158.00,109.00,27.00,190.00,67.00,16.00,227.00,76.00,10.00,11.00,2.00,3.00,3.00,1.00
AR,107.00,415.00, 343-5219,1.00,0.00,0.00,133.00,106.00,23.00,183.00,89.00,16.00,241.00,123.00,11.00,13.00,2.00,3.00,3.00,1.00
MD,154.00,510.00, 411-2977,0.00,0.00,0.00,155.00,122.00,26.00,214.00,71.00,18.00,178.00,105.00,8.00,12.00,2.00,3.00,3.00,1.00
MD,108.00,415.00, 375-2184,1.00,1.00,42.00,130.00,90.00,22.00,167.00,128.00,14.00,245.00,80.00,11.00,14.00,5.00,4.00,3.00,1.00
MI,81.00,415.00, 393-6840,1.00,0.00,0.00,149.00,68.00,25.00,172.00,98.00,15.00,215.00,97.00,10.00,18.00,3.00,5.00,3.00,1.00
IL,124.00,510.00, 406-4435,0.00,0.00,0.00,133.00,80.00,23.00,144.00,98.00,12.00,261.00,102.00,12.00,12.00,3.00,3.00,3.00,1.00
RI,106.00,510.00, 417-4826,1.00,0.00,0.00,204.00,84.00,35.00,169.00,61.00,14.00,164.00,102.00,7.00,13.00,3.00,4.00,3.00,1.00
NV,71.00,415.00, 352-8327,1.00,0.00,0.00,178.00,113.00,30.00,168.00,94.00,14.00,182.00,111.00,8.00,14.00,3.00,4.00,3.00,1.00
MN,124.00,510.00, 371-6284,1.00,0.00,0.00,158.00,71.00,27.00,203.00,114.00,17.00,169.00,82.00,8.00,10.00,2.00,3.00,3.00,1.00
CO,121.00,408.00, 409-4447,1.00,0.00,0.00,168.00,94.00,29.00,94.00,121.00,8.00,241.00,115.00,11.00,13.00,1.00,4.00,3.00,1.00
NY,138.00,415.00, 411-2289,1.00,0.00,0.00,261.00,96.00,44.00,171.00,120.00,15.00,71.00,89.00,3.00,0.00,0.00,0.00,3.00,1.00
MA,136.00,408.00, 367-8168,1.00,0.00,0.00,200.00,89.00,34.00,211.00,96.00,18.00,72.00,84.00,3.00,11.00,4.00,3.00,3.00,1.00
ID,123.00,415.00, 421-6869,0.00,0.00,0.00,132.00,122.00,22.00,170.00,101.00,14.00,150.00,123.00,7.00,13.00,11.00,3.00,3.00,1.00
CO,121.00,408.00, 370-7574,0.00,1.00,30.00,198.00,129.00,34.00,75.00,77.00,6.00,181.00,77.00,8.00,6.00,3.00,2.00,3.00,1.00
TN,78.00,415.00, 372-2361,1.00,0.00,0.00,72.00,126.00,12.00,167.00,127.00,14.00,212.00,86.00,10.00,8.00,2.00,2.00,3.00,1.00
NY,131.00,408.00, 406-8995,1.00,0.00,0.00,122.00,83.00,21.00,119.00,94.00,10.00,148.00,95.00,7.00,14.00,3.00,4.00,3.00,1.00
FL,105.00,415.00, 358-2490,0.00,0.00,0.00,274.00,97.00,47.00,290.00,106.00,25.00,269.00,126.00,12.00,6.00,3.00,2.00,2.00,1.00
SD,98.00,415.00, 398-6972,0.00,0.00,0.00,307.00,65.00,52.00,139.00,97.00,12.00,382.00,99.00,17.00,10.00,4.00,3.00,2.00,1.00
MO,112.00,415.00, 373-2053,0.00,0.00,0.00,336.00,77.00,57.00,213.00,109.00,18.00,265.00,132.00,12.00,13.00,8.00,3.00,2.00,1.00
OH,123.00,510.00, 410-1505,0.00,0.00,0.00,222.00,90.00,38.00,286.00,104.00,24.00,301.00,95.00,14.00,10.00,3.00,3.00,2.00,1.00
NC,161.00,415.00, 394-5489,0.00,0.00,0.00,322.00,100.00,55.00,230.00,135.00,20.00,242.00,104.00,11.00,8.00,5.00,2.00,2.00,1.00
SC,112.00,415.00, 363-8033,0.00,0.00,0.00,266.00,97.00,45.00,215.00,94.00,18.00,306.00,100.00,14.00,14.00,2.00,4.00,2.00,1.00
NJ,60.00,408.00, 335-2967,0.00,0.00,0.00,290.00,101.00,49.00,256.00,115.00,22.00,243.00,76.00,11.00,12.00,4.00,3.00,2.00,1.00
WV,44.00,510.00, 419-1674,0.00,0.00,0.00,228.00,121.00,39.00,277.00,79.00,24.00,280.00,77.00,13.00,10.00,5.00,3.00,2.00,1.00
IN,68.00,510.00, 330-9354,0.00,0.00,0.00,250.00,127.00,42.00,255.00,118.00,22.00,273.00,98.00,12.00,9.00,6.00,2.00,2.00,1.00
NY,98.00,510.00, 393-2256,0.00,0.00,0.00,199.00,92.00,34.00,349.00,99.00,30.00,222.00,83.00,10.00,7.00,6.00,2.00,2.00,1.00
KY,75.00,415.00, 341-1191,0.00,0.00,0.00,315.00,102.00,53.00,170.00,86.00,14.00,285.00,100.00,13.00,6.00,3.00,2.00,2.00,1.00
DE,113.00,415.00, 352-4418,0.00,0.00,0.00,240.00,47.00,41.00,283.00,110.00,24.00,238.00,88.00,11.00,9.00,3.00,2.00,2.00,1.00
NV,148.00,415.00, 406-7844,0.00,0.00,0.00,279.00,104.00,47.00,202.00,87.00,17.00,281.00,99.00,13.00,8.00,2.00,2.00,2.00,1.00
TX,104.00,415.00, 378-9221,0.00,0.00,0.00,261.00,81.00,44.00,209.00,130.00,18.00,281.00,121.00,13.00,11.00,1.00,3.00,2.00,1.00
MD,133.00,510.00, 373-7974,0.00,0.00,0.00,295.00,141.00,50.00,224.00,101.00,19.00,229.00,109.00,10.00,13.00,4.00,3.00,2.00,1.00
MS,29.00,510.00, 401-6982,0.00,0.00,0.00,313.00,103.00,53.00,216.00,151.00,18.00,218.00,106.00,10.00,13.00,4.00,3.00,2.00,1.00
WA,84.00,415.00, 367-5226,0.00,0.00,0.00,289.00,100.00,49.00,234.00,97.00,20.00,224.00,148.00,10.00,13.00,2.00,3.00,2.00,1.00
UT,110.00,415.00, 375-3826,0.00,0.00,0.00,271.00,108.00,46.00,237.00,122.00,20.00,240.00,122.00,11.00,10.00,5.00,3.00,2.00,1.00
NJ,162.00,408.00, 367-8692,0.00,0.00,0.00,218.00,87.00,37.00,279.00,71.00,24.00,251.00,65.00,11.00,10.00,4.00,3.00,2.00,1.00
HI,108.00,415.00, 385-4766,0.00,0.00,0.00,292.00,99.00,50.00,221.00,93.00,19.00,229.00,110.00,10.00,14.00,9.00,4.00,2.00,1.00
MA,34.00,415.00, 374-1981,0.00,0.00,0.00,294.00,89.00,50.00,273.00,71.00,23.00,178.00,76.00,8.00,11.00,10.00,3.00,2.00,1.00
NJ,85.00,415.00, 366-2273,0.00,0.00,0.00,237.00,93.00,40.00,198.00,113.00,17.00,309.00,78.00,14.00,11.00,7.00,3.00,2.00,1.00
SD,27.00,510.00, 359-3423,0.00,0.00,0.00,226.00,95.00,38.00,274.00,109.00,23.00,243.00,119.00,11.00,8.00,3.00,2.00,2.00,1.00
MN,123.00,408.00, 422-5350,0.00,0.00,0.00,236.00,135.00,40.00,274.00,88.00,23.00,227.00,77.00,10.00,10.00,6.00,3.00,2.00,1.00
MD,116.00,408.00, 342-7953,0.00,0.00,0.00,255.00,107.00,43.00,249.00,89.00,21.00,230.00,77.00,10.00,9.00,18.00,2.00,2.00,1.00
ID,77.00,415.00, 362-9748,0.00,0.00,0.00,252.00,72.00,43.00,206.00,126.00,17.00,275.00,109.00,12.00,10.00,7.00,3.00,2.00,1.00
NJ,80.00,415.00, 330-4978,0.00,0.00,0.00,269.00,120.00,46.00,301.00,147.00,26.00,167.00,140.00,8.00,6.00,1.00,2.00,2.00,1.00
NJ,46.00,408.00, 332-5949,0.00,0.00,0.00,257.00,67.00,44.00,261.00,91.00,22.00,204.00,107.00,9.00,13.00,5.00,4.00,2.00,1.00
WY,127.00,510.00, 400-2181,1.00,0.00,0.00,242.00,102.00,41.00,226.00,80.00,19.00,252.00,96.00,11.00,14.00,5.00,4.00,2.00,1.00
ME,100.00,510.00, 351-2815,0.00,0.00,0.00,265.00,117.00,45.00,194.00,111.00,16.00,263.00,111.00,12.00,8.00,4.00,2.00,2.00,1.00
AR,54.00,415.00, 337-1586,0.00,0.00,0.00,248.00,85.00,42.00,225.00,93.00,19.00,244.00,132.00,11.00,10.00,2.00,3.00,2.00,1.00
AZ,109.00,415.00, 404-3106,1.00,0.00,0.00,268.00,85.00,46.00,151.00,131.00,13.00,298.00,84.00,13.00,10.00,8.00,3.00,2.00,1.00
CT,23.00,510.00, 370-5527,0.00,0.00,0.00,322.00,107.00,55.00,252.00,115.00,21.00,141.00,158.00,6.00,11.00,3.00,3.00,2.00,1.00
SC,212.00,415.00, 336-8343,0.00,0.00,0.00,226.00,127.00,38.00,305.00,83.00,26.00,181.00,132.00,8.00,13.00,4.00,3.00,2.00,1.00
NH,74.00,408.00, 413-2194,0.00,0.00,0.00,298.00,112.00,51.00,201.00,100.00,17.00,215.00,88.00,10.00,10.00,4.00,3.00,2.00,1.00
SC,87.00,408.00, 335-1874,0.00,0.00,0.00,323.00,106.00,55.00,205.00,93.00,17.00,186.00,128.00,8.00,9.00,4.00,3.00,2.00,1.00
DE,52.00,415.00, 345-8273,0.00,0.00,0.00,258.00,80.00,44.00,221.00,82.00,19.00,225.00,70.00,10.00,17.00,3.00,5.00,2.00,1.00
KS,46.00,510.00, 365-5979,0.00,0.00,0.00,250.00,100.00,43.00,261.00,90.00,22.00,195.00,104.00,9.00,13.00,2.00,4.00,2.00,1.00
AK,152.00,510.00, 341-9387,0.00,0.00,0.00,303.00,143.00,51.00,190.00,69.00,16.00,215.00,114.00,10.00,11.00,4.00,3.00,2.00,1.00
CA,37.00,510.00, 328-8980,0.00,0.00,0.00,240.00,120.00,41.00,262.00,88.00,22.00,207.00,88.00,9.00,9.00,4.00,2.00,2.00,1.00
OK,78.00,415.00, 386-3542,0.00,0.00,0.00,291.00,119.00,49.00,158.00,75.00,13.00,256.00,101.00,12.00,9.00,6.00,2.00,2.00,1.00
WI,69.00,510.00, 418-6455,1.00,0.00,0.00,280.00,90.00,48.00,249.00,91.00,21.00,171.00,118.00,8.00,8.00,10.00,2.00,2.00,1.00
AL,172.00,408.00, 359-5731,0.00,0.00,0.00,270.00,102.00,46.00,257.00,111.00,22.00,169.00,104.00,8.00,12.00,5.00,3.00,2.00,1.00
MT,102.00,408.00, 399-2457,0.00,0.00,0.00,273.00,85.00,46.00,211.00,82.00,18.00,204.00,129.00,9.00,13.00,7.00,4.00,2.00,1.00
CO,92.00,415.00, 408-3262,0.00,0.00,0.00,185.00,60.00,31.00,262.00,73.00,22.00,240.00,120.00,11.00,12.00,6.00,3.00,2.00,1.00
OH,93.00,415.00, 397-9184,0.00,1.00,42.00,152.00,90.00,26.00,268.00,102.00,23.00,267.00,130.00,12.00,11.00,5.00,3.00,7.00,0.00
SD,108.00,510.00, 385-2739,1.00,0.00,0.00,276.00,84.00,47.00,203.00,91.00,17.00,211.00,108.00,10.00,7.00,4.00,2.00,2.00,1.00
VT,159.00,415.00, 335-2019,0.00,0.00,0.00,276.00,103.00,47.00,190.00,108.00,16.00,224.00,93.00,10.00,7.00,5.00,2.00,2.00,1.00
ME,79.00,510.00, 389-3015,1.00,0.00,0.00,300.00,113.00,51.00,211.00,93.00,18.00,173.00,121.00,8.00,12.00,3.00,3.00,2.00,1.00
TX,208.00,510.00, 378-3625,0.00,0.00,0.00,327.00,67.00,56.00,176.00,113.00,15.00,182.00,102.00,8.00,11.00,6.00,3.00,2.00,1.00
NC,80.00,415.00, 420-8435,1.00,0.00,0.00,189.00,122.00,32.00,223.00,92.00,19.00,269.00,116.00,12.00,14.00,3.00,4.00,2.00,1.00
UT,49.00,415.00, 394-4520,0.00,0.00,0.00,266.00,90.00,45.00,208.00,117.00,18.00,205.00,98.00,9.00,14.00,2.00,4.00,2.00,1.00
MT,74.00,408.00, 339-7541,0.00,0.00,0.00,174.00,96.00,30.00,251.00,94.00,21.00,258.00,123.00,12.00,8.00,5.00,2.00,2.00,1.00
NJ,48.00,510.00, 408-4529,0.00,1.00,22.00,152.00,63.00,26.00,259.00,131.00,22.00,263.00,109.00,12.00,16.00,5.00,4.00,2.00,1.00
OR,95.00,415.00, 348-5725,0.00,0.00,0.00,269.00,120.00,46.00,234.00,120.00,20.00,179.00,61.00,8.00,7.00,4.00,2.00,2.00,1.00
NJ,182.00,415.00, 418-8568,0.00,0.00,0.00,279.00,124.00,47.00,181.00,108.00,15.00,218.00,104.00,10.00,10.00,11.00,3.00,2.00,1.00
MN,57.00,415.00, 348-5728,0.00,0.00,0.00,273.00,74.00,46.00,225.00,85.00,19.00,178.00,104.00,8.00,11.00,3.00,3.00,2.00,1.00
MN,62.00,510.00, 390-9811,0.00,1.00,33.00,186.00,84.00,32.00,201.00,136.00,17.00,287.00,103.00,13.00,11.00,3.00,3.00,2.00,1.00
KY,122.00,408.00, 392-1616,0.00,1.00,27.00,254.00,84.00,43.00,229.00,109.00,19.00,191.00,123.00,9.00,9.00,5.00,2.00,7.00,0.00
PA,119.00,408.00, 342-4122,0.00,0.00,0.00,287.00,115.00,49.00,159.00,99.00,14.00,217.00,86.00,10.00,14.00,1.00,4.00,2.00,1.00
VA,99.00,415.00, 400-6257,0.00,1.00,42.00,216.00,125.00,37.00,232.00,104.00,20.00,216.00,100.00,10.00,9.00,4.00,3.00,2.00,1.00
GA,136.00,415.00, 400-7509,0.00,0.00,0.00,163.00,83.00,28.00,249.00,119.00,21.00,250.00,90.00,11.00,10.00,4.00,3.00,7.00,0.00
NC,133.00,408.00, 344-3160,1.00,1.00,32.00,221.00,137.00,38.00,265.00,99.00,23.00,169.00,108.00,8.00,15.00,4.00,4.00,2.00,1.00
HI,87.00,510.00, 384-3968,0.00,0.00,0.00,297.00,63.00,51.00,118.00,108.00,10.00,242.00,72.00,11.00,11.00,2.00,3.00,2.00,1.00
NJ,24.00,408.00, 393-7826,0.00,0.00,0.00,266.00,86.00,45.00,209.00,102.00,18.00,183.00,105.00,8.00,11.00,6.00,3.00,2.00,1.00
NC,182.00,415.00, 379-6970,0.00,0.00,0.00,280.00,118.00,48.00,203.00,113.00,17.00,174.00,101.00,8.00,11.00,4.00,3.00,2.00,1.00
KY,58.00,415.00, 409-2983,0.00,0.00,0.00,247.00,116.00,42.00,304.00,103.00,26.00,105.00,94.00,5.00,9.00,2.00,3.00,2.00,1.00
NJ,134.00,510.00, 373-3959,0.00,1.00,34.00,247.00,105.00,42.00,226.00,133.00,19.00,186.00,76.00,8.00,6.00,5.00,2.00,2.00,1.00
TX,106.00,510.00, 395-3026,0.00,0.00,0.00,211.00,96.00,36.00,249.00,85.00,21.00,191.00,88.00,9.00,12.00,1.00,3.00,2.00,1.00
MS,64.00,408.00, 402-1942,1.00,0.00,0.00,236.00,77.00,40.00,219.00,85.00,19.00,194.00,97.00,9.00,13.00,2.00,4.00,2.00,1.00
VA,88.00,415.00, 398-3190,0.00,0.00,0.00,294.00,83.00,50.00,172.00,104.00,15.00,177.00,105.00,8.00,6.00,7.00,2.00,2.00,1.00
